"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","VRChat","2880","108780","34","147","3701","77.104166"
"2","FINAL FANTASY XIV ONLINE","675","22650","31","49","863","76.711111"
"3","Quake Champions","360","6510","17","36","626","104.333333"
"4","Special Events","300","6420","19","31","575","115"
"5","Rust","210","6075","28","33","198","56.571428"
"6","Dead Space (2008)","180","6690","37","68","219","73"
"7","PlanetSide 2","180","6525","36","45","283","94.333333"
"8","Just Chatting","150","4830","32","42","295","118"
"9","RAGE 2","135","1830","13","17","124","55.111111"
"10","The Forest","90","6090","67","72","66","44"
"11","Gang Beasts","75","1935","25","28","109","87.2"
"12","SCP: Secret Laboratory","45","870","19","23","65","86.666666"
"13","Garry's Mod","45","840","18","20","11","14.666666"
"14","Counter-Strike: Global Offensive","30","1185","39","44","63","126"
"15","Overwatch","30","420","14","18","123","246"
"16","Gachi Finder 3000","15","495","33","33","58","232"
"17","Psychonauts","15","405","27","27","58","232"
"18","UNO","15","345","23","23","0","0"
