"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Farming Simulator 19","1860","44460","17","65","955","30.806451"
"2","Paladins","1830","15795","6","21","629","20.62295"
"3","Minecraft","1230","11100","8","16","301","14.682926"
"4","Rocket League","810","9360","9","47","322","23.851851"
"5","Tom Clancy's Rainbow Six Siege","600","5010","8","16","171","17.1"
"6","theHunter: Call of the Wild","570","6165","10","17","128","13.473684"
"7","Factorio","300","1725","5","11","47","9.4"
"8","Prison Architect","240","1905","9","14","66","16.5"
"9","Squad","180","1845","9","16","73","24.333333"
"10","Dead by Daylight","180","1080","5","9","44","14.666666"
"11","Raft","120","1560","13","17","53","26.5"
"12","PUBG: BATTLEGROUNDS","105","915","8","11","23","13.142857"
"13","Dead Island","105","585","5","11","18","10.285714"
"14","Trials Rising","90","435","6","8","29","19.333333"
"15","Hell Let Loose","90","1050","11","15","40","26.666666"
"16","Arma 3","75","420","5","6","20","16"
"17","Overwatch","60","465","7","10","9","9"
"18","Hot Dogs, Horseshoes & Hand Grenades","45","330","7","8","16","21.333333"
"19","Fortnite","45","195","4","9","18","24"
"20","Fable Anniversary","45","285","6","9","11","14.666666"
"21","Weed Shop 2","45","420","9","11","12","16"
"22","Pavlov VR","30","75","2","3","14","28"
"23","Onward","15","0","0","0","8","32"
"24","Warhammer 40,000: Eternal Crusade","15","225","15","15","7","28"
