"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2565","32325","11","40","780","18.245614"
"2","Apex Legends","870","7815","8","27","207","14.275862"
"3","Just Chatting","375","3645","8","24","161","25.76"
