"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Legend of Zelda: Breath of the Wild","3045","119910","38","83","3476","68.49261"
"2","The Elder Scrolls Online","1335","52875","37","66","1877","84.35955"
"3","Outer Wilds","960","21360","21","40","972","60.75"
"4","Teamfight Tactics","465","9900","19","33","467","60.258064"
"5","Sea of Solitude","300","7305","24","33","279","55.8"
"6","FINAL FANTASY XIV ONLINE","255","8925","34","50","438","103.058823"
"7","Just Chatting","45","1230","25","34","55","73.333333"
