"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","2550","233205","72","243","38992","917.458823"
"2","God of War","1470","97290","64","150","10244","418.122448"
"3","Tom Clancy's Rainbow Six Siege","885","51675","54","99","5124","347.38983"
"4","Talk Shows & Podcasts","720","43935","59","111","7028","585.666666"
"5","Beyond Good & Evil","375","19275","52","76","2800","448"
"6","The Dark Occult","315","19140","60","73","1328","252.95238"
"7","Red Dead Redemption 2","240","13425","55","72","810","202.5"
"8","Visage","165","13185","79","104","744","270.545454"
"9","The Last Guardian","165","8190","49","96","922","335.272727"
"10","Hercules","165","8715","52","63","1092","397.090909"
"11","Sea of Solitude","165","13830","83","128","3380","1229.090909"
"12","Miscreated","150","9300","62","124","810","324"
"13","Travel & Outdoors","135","9825","71","108","2037","905.333333"
"14","Beat Saber","120","14250","118","153","4593","2296.5"
"15","Guitar Hero Live","105","5505","52","68","748","427.428571"
"16","Just Chatting","45","3330","89","134","51","68"
