"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","1200","22365","17","42","529","26.45"
"2","FINAL FANTASY XIV ONLINE","990","21990","22","37","325","19.696969"
"3","Iratus: Lord of the Dead","705","46380","63","105","833","70.893617"
"4","Barotrauma","450","13020","27","54","493","65.733333"
"5","Path of Exile","165","2130","16","41","145","52.727272"
"6","Battle Brothers","135","4605","34","45","139","61.777777"
"7","League of Legends","120","2490","20","26","64","32"
"8","Dungeons & Dragons","120","2085","17","25","48","24"
"9","Fate Hunters","90","2955","32","57","44","29.333333"
"10","Heroes of the Storm","90","2520","28","36","48","32"
"11","Baba is You","75","2460","32","37","53","42.4"
"12","Gloomhaven","75","2190","29","37","46","36.8"
"13","For the King","60","1935","32","35","79","79"
"14","FINAL FANTASY VIII","60","630","10","13","25","25"
"15","Just Chatting","45","1830","40","50","12","16"
"16","Dungeons & Dragons","15","270","18","18","8","32"
