"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Transport Tycoon","915","1530","1","5","55","3.606557"
"2","RollerCoaster Tycoon 2","570","1530","2","6","33","3.473684"
"3","Super Smash Bros. Ultimate","480","960","1","5","24","3"
"4","Cities: Skylines","120","90","0","3","4","2"
"5","Billy Hatcher and the Giant Egg","105","270","2","4","5","2.857142"
"6","Kirby Air Ride","90","285","3","6","5","3.333333"
"7","DiRT Rally","60","165","2","3","4","4"
"8","Sonic Adventure 2: Battle","60","270","4","5","2","2"
"9","Super Mario Maker 2","30","120","4","4","9","18"
"10","Left 4 Dead 2","30","30","1","1","0","0"
