"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","MapleStory","7095","44535","5","21","2571","21.742071"
"2","Granblue Fantasy","2130","7125","4","39","475","13.380281"
"3","Dungeon Fighter Online","1500","4170","2","8","654","26.16"
"4","Dai-2-ji Super Robot Taisen Z: Saisei-hen","1290","7305","5","19","293","13.627906"
"5","Enter the Gungeon","540","1410","1","7","102","11.333333"
"6","Hardcore Mecha","435","2790","5","11","68","9.37931"
"7","Unlisted on Twitch","285","1110","3","14","33","6.947368"
"8","Elsword","270","495","1","5","48","10.666666"
"9","Yakuza 0","255","795","2","5","33","7.764705"
"10","Mega Man 4","240","1920","7","21","54","13.5"
"11","Super Robot Taisen J","15","0","0","0","12","48"
