"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Tuesday 2nd July 2019 07:00","https://sullygnome.com/channel/nodah/stream/34749426720","180","15660","87","114","7","2","711","218","Blade &amp; Soul"
"2","Monday 1st July 2019 09:54","https://sullygnome.com/channel/nodah/stream/34738082944","171","11970","70","92","-1","0","622","207","Blade &amp; Soul"
