"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fallout 76","3930","16725","3","17","333","5.083969"
"2","Resident Evil 7: Biohazard","810","5985","7","14","76","5.629629"
"3","Resident Evil 2","765","3405","4","9","66","5.17647"
"4","South Park: The Stick of Truth","615","4125","6","24","53","5.170731"
"5","Devil May Cry 5","555","7830","10","28","115","12.432432"
"6","Alien: Isolation","315","1755","5","8","27","5.142857"
"7","Assassin's Creed","210","825","3","7","15","4.285714"
"8","Mutant Year Zero: Road to Eden","195","870","3","9","27","8.307692"
"9","Layers of Fear","150","375","2","3","4","1.6"
"10","Just Chatting","150","765","5","6","5","2"
"11","PAYDAY 2","150","1095","7","14","25","10"
"12","Outlast","120","195","1","3","9","4.5"
"13","Overwatch","105","180","1","2","4","2.285714"
"14","Dead by Daylight","75","195","2","4","3","2.4"
"15","F.E.A.R.","60","135","2","3","9","9"
