"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","1710","8700","4","13","207","7.263157"
"2","Just Chatting","390","2310","6","12","76","11.692307"
"3","South Park: The Fractured But Whole","255","1290","5","10","30","7.058823"
"4","Stellaris","195","825","4","7","23","7.076923"
"5","Rust","180","525","2","4","9","3"
"6","Minecraft","165","660","3","7","25","9.090909"
"7","Food & Drink","165","840","5","10","9","3.272727"
"8","Marbles on Stream","135","1035","7","13","15","6.666666"
"9","Risk of Rain 2","105","405","3","6","19","10.857142"
"10","Golf With Your Friends","105","345","3","5","9","5.142857"
"11","World of Warcraft","90","540","6","8","13","8.666666"
"12","Apex Legends","75","135","1","4","5","4"
"13","Guitar Hero III: Legends of Rock","60","195","3","4","7","7"
