"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","4170","19500","3","10","221","3.179856"
"2","Call of Duty: Modern Warfare 3","3390","18720","4","21","541","9.575221"
"3","Minecraft","1305","4440","3","9","93","4.275862"
"4","Apex Legends","1125","4410","3","9","63","3.36"
"5","CRSED: F.O.A.D.","885","3270","3","9","28","1.898305"
"6","Just Chatting","495","1170","4","9","3","0.363636"
"7","Unlisted on Twitch","450","1290","2","7","12","1.6"
"8","Call of Duty: Black Ops","330","1650","7","16","91","16.545454"
"9","Battlefield 1","135","615","4","9","50","22.222222"
"10","PUBG: BATTLEGROUNDS","60","120","2","2","4","4"
"11","Battlefield Hardline","60","195","3","5","6","6"
"12","Fortnite","30","30","1","1","1","2"
"13","Call of Duty: Modern Warfare 2","15","90","6","6","2","8"
