"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","They Are Billions","2505","94260","38","72","2060","49.341317"
"2","Dead Cells","1110","31635","25","53","1424","76.972972"
"3","Starbound","1050","39135","37","68","1204","68.8"
"4","Teamfight Tactics","960","17520","12","37","656","41"
"5","Black Desert","870","28260","31","50","991","68.344827"
"6","The Binding of Isaac: Repentance","615","22065","34","50","469","45.756097"
"7","Iratus: Lord of the Dead","510","24345","50","80","595","70"
"8","Swords & Souls: Neverseen","345","19680","58","85","441","76.695652"
"9","Thea 2: The Shattering","255","6405","25","32","184","43.294117"
"10","Heroes of Might and Magic III: The Shadow of Death","255","7290","26","37","234","55.058823"
"11","Warframe","210","2835","13","22","301","86"
"12","Dota 2","165","1500","9","15","107","38.90909"
"13","FTL: Faster Than Light","105","3285","31","37","135","77.142857"
"14","Slay the Spire","90","2775","30","36","106","70.666666"
"15","Hero Siege","75","2745","36","46","154","123.2"
"16","Gloomhaven","75","1770","23","30","89","71.2"
"17","Enter the Gungeon","60","1800","30","34","60","60"
