"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","DayZ","7365","1662555","213","380","126590","1031.283095"
"2","PUBG: BATTLEGROUNDS","6030","1952520","311","749","149681","1489.363184"
"3","Teamfight Tactics","2325","294690","134","243","40114","1035.2"
"4","Battlefield 4","1005","210720","201","398","21060","1257.313432"
"5","Red Dead Redemption 2","120","12165","101","118","1667","833.5"
"6","FIFA 19","105","13740","130","161","1997","1141.142857"
"7","Foxhole","105","18330","174","211","1120","640"
"8","Counter-Strike: Global Offensive","90","15585","173","189","1131","754"
"9","Squad","90","16980","188","215","1939","1292.666666"
"10","Escape from Tarkov","60","8565","142","187","686","686"
"11","WWE 2K19","45","5520","122","130","1374","1832"
"12","Just Chatting","45","8100","180","290","372","496"
"13","Apex Legends","45","9690","215","250","1939","2585.333333"
"14","Overwatch","30","795","26","30","100","200"
"15","Fortnite","30","6450","215","253","940","1880"
