"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike","1380","7005","4","11","314","13.652173"
"2","League of Legends","795","2865","3","11","156","11.773584"
"3","Sea of Thieves","660","3930","5","14","220","20"
"4","Slime Rancher","555","2850","4","8","168","18.162162"
"5","Just Chatting","525","2385","4","11","188","21.485714"
"6","Teamfight Tactics","150","540","3","7","17","6.8"
"7","7 Days to Die","45","105","2","5","9","12"
"8","Limbo","45","210","4","5","8","10.666666"
"9","Dead by Daylight","15","45","3","3","3","12"
