"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Persona 5","2370","32505","13","28","538","13.620253"
"2","Minecraft","2355","32400","12","30","669","17.044585"
"3","Teamfight Tactics","165","2625","15","21","28","10.181818"
"4","Freedom Planet","165","2550","15","27","55","20"
"5","Just Chatting","150","1755","12","16","72","28.8"
"6","Monster Hunter: World","120","1950","16","19","49","24.5"
"7","Dota 2","105","1800","17","19","40","22.857142"
"8","Terraria","105","1845","17","20","38","21.714285"
"9","Marbles on Stream","90","1725","19","22","68","45.333333"
"10","Granny Simulator","75","720","9","12","18","14.4"
"11","Space Engineers","75","1350","18","21","63","50.4"
