"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","3765","45615","11","87","990","15.776892"
"2","League of Legends","3195","21900","6","14","579","10.873239"
"3","Teamfight Tactics","1485","11790","6","40","376","15.191919"
"4","Just Chatting","540","4275","7","15","218","24.222222"
"5","Minecraft","330","2385","7","12","49","8.90909"
"6","Jurassic World Evolution","195","1410","7","10","25","7.692307"
"7","Fortnite","135","630","5","11","30","13.333333"
"8","Twitch Sings","135","930","6","8","50","22.222222"
"9","Travel & Outdoors","105","495","4","6","27","15.428571"
"10","Jump Force","75","675","9","11","16","12.8"
"11","Dragon Ball FighterZ","45","165","3","6","9","12"
