"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Talk Shows & Podcasts","1425","240750","169","292","3543","149.178947"
"2","Dungeons & Dragons","870","156555","179","294","2472","170.482758"
"3","Reventure","255","21510","79","114","269","63.294117"
"4","Resident Evil 5","255","28890","114","154","637","149.882352"
"5","Love, Sam","240","38595","160","204","573","143.25"
"6","Animal Crossing: New Leaf","180","25155","139","164","440","146.666666"
"7","Art","180","24015","133","166","503","167.666666"
"8","Onimusha: Warlords","165","15210","92","108","285","103.636363"
"9","Horror Zombies from the Crypt","165","22950","139","169","410","149.090909"
"10","A Short Hike","150","11430","72","94","232","92.8"
"11","Duck Season","105","14700","140","153","183","104.571428"
"12","Daymare: 1998","60","7830","130","148","288","288"
"13","Twitch Sings","60","8025","133","144","304","304"
"14","Freakout: Calamity TV Show","30","3555","118","120","53","106"
"15","Summer Catchers","30","3825","127","128","184","368"
"16","You Must Build A Boat","15","1980","132","132","184","736"
