"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Elder Scrolls II: Daggerfall","1395","830580","568","873","201","8.645161"
"2","Divinity: Original Sin II","660","385785","537","750","300","27.272727"
"3","The Elder Scrolls V: Skyrim","645","412830","636","977","380","35.348837"
"4","Dishonored","450","236385","499","841","99","13.2"
"5","Meat Boy","210","105780","338","738","17","4.857142"
"6","Titan Souls","150","60165","336","736","17","6.8"
"7","Shadow the Hedgehog","120","5820","48","183","45","22.5"
"8","Enter the Gungeon","105","62940","565","839","31","17.714285"
"9","Rocket League","75","30570","407","606","115","92"
"10","Axiom Verge","45","75","1","2","11","14.666666"
