"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Heroes of the Storm","2580","9900","3","12","402","9.348837"
"2","Cities: Skylines","525","2640","4","10","45","5.142857"
"3","Kenshi","390","1740","4","8","91","14"
"4","Conan Exiles","360","14415","35","89","634","105.666666"
"5","Apex Legends","345","1050","1","5","44","7.652173"
"6","Total War: Three Kingdoms","225","810","3","6","98","26.133333"
"7","Counter-Strike","180","1785","10","24","75","25"
"8","Rust","180","1260","7","10","42","14"
"9","Risk of Rain 2","120","285","2","5","17","8.5"
"10","60 Seconds!","105","885","8","14","73","41.714285"
"11","Fallout 4","90","555","6","8","17","11.333333"
"12","No Man's Sky","75","480","6","9","6","4.8"
"13","PUBG: BATTLEGROUNDS","60","360","6","9","8","8"
"14","Terraria","15","90","6","6","0","0"
