"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Twitch Sings","1845","17100","6","23","367","11.934959"
"2","Assassin's Creed Origins","210","750","3","6","19","5.428571"
"3","Beat Saber","150","360","2","4","8","3.2"
"4","Yooka-Laylee","120","855","7","11","22","11"
"5","ROBLOX","30","90","3","3","0","0"
