"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Battlefield V","1530","54270","35","195","1791","70.235294"
"2","The Witcher 3: Wild Hunt","1200","40305","33","48","1262","63.1"
"3","Apex Legends","825","29130","35","62","785","57.090909"
"4","Teamfight Tactics","750","23190","30","50","555","44.4"
"5","Battlefield 4","270","12795","48","62","403","89.555555"
"6","PUBG: BATTLEGROUNDS","240","8205","34","52","471","117.75"
"7","Just Chatting","165","5085","31","41","440","160"
"8","Battlefield 1","75","2520","33","36","107","85.6"
"9","Hell Let Loose","45","1455","32","38","78","104"
"10","League of Legends","45","1530","34","38","77","102.666666"
