"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","SMITE","3225","21120","6","16","217","4.037209"
"2","DayZ","1830","16365","8","15","212","6.950819"
"3","PUBG: BATTLEGROUNDS","480","2250","4","8","24","3"
"4","Unlisted on Twitch","45","330","7","8","6","8"
