"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","3690","154920","42","80","2180","35.447154"
"2","League of Legends","1680","77550","46","80","1200","42.857142"
"3","Just Chatting","795","45705","57","187","712","53.735849"
"4","Apex Legends","660","31485","35","157","521","47.363636"
"5","Overwatch","465","24855","46","64","244","31.48387"
"6","Fortnite","375","14490","36","56","185","29.6"
"7","Detroit: Become Human","315","11220","33","63","174","33.142857"
"8","Art","120","6900","57","71","63","31.5"
"9","Destiny 2","105","5595","53","62","46","26.285714"
"10","UNO","45","2385","53","57","46","61.333333"
