"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Sea of Thieves","2790","23700","7","18","559","12.021505"
"2","Overwatch","795","4515","6","12","196","14.792452"
"3","Dying Light","495","2955","5","10","74","8.969696"
"4","Metro Exodus","195","945","4","7","28","8.615384"
"5","Escape from Tarkov","90","1515","16","22","25","16.666666"
"6","Iratus: Lord of the Dead","60","420","7","8","28","28"
"7","Runaway: A Road Adventure","45","240","5","6","7","9.333333"
"8","Middle-earth: Shadow of War","15","30","2","2","0","0"
