"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Star Wars: The Old Republic","9000","534330","55","250","12775","85.166666"
"2","Fortnite","1740","70305","35","73","1860","64.137931"
"3","The Legend of Zelda: Twilight Princess","645","15345","23","40","614","57.116279"
"4","Far Cry 5","600","20100","27","69","963","96.3"
"5","Retro","285","8610","30","48","197","41.473684"
"6","Enter the Matrix","210","9120","43","48","121","34.571428"
"7","Sonic Adventure 2: Battle","135","3930","29","42","209","92.888888"
"8","Twitch Sings","90","5745","63","68","134","89.333333"
"9","One Finger Death Punch 2","15","690","46","46","95","380"
"10","Left 4 Dead 2","15","240","16","16","45","180"
