"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1680","41205","23","51","2624","93.714285"
"2","Overwatch","1275","31020","24","35","1045","49.17647"
"3","OneShot","420","8400","19","34","369","52.714285"
"4","League of Legends","285","5490","19","25","134","28.210526"
"5","Layers of Fear","195","3840","19","26","164","50.461538"
"6","Dark Deception","150","4395","29","32","117","46.8"
"7","Plague Inc: Evolved","135","3390","25","27","107","47.555555"
"8","Headliner","90","2010","22","26","90","60"
"9","Just Dance Now","15","630","42","42","59","236"
"10","Games + Demos","15","375","25","25","10","40"
