"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","They Are Billions","780","19095","23","43","751","57.76923"
"2","Border Officer","495","16740","33","46","381","46.181818"
"3","Automachef","300","7125","22","32","357","71.4"
"4","Rescue HQ: The Tycoon","270","6870","25","42","248","55.111111"
"5","Games + Demos","240","5850","25","35","198","49.5"
"6","Desert Skies","195","6735","34","46","220","67.692307"
"7","Cities: Skylines","165","4215","25","35","141","51.272727"
"8","Outpost Zero","135","2445","18","23","69","30.666666"
"9","Godhood","135","2595","19","24","128","56.888888"
"10","Killsquad","105","1830","17","29","81","46.285714"
"11","HALF DEAD 2","90","2235","24","28","92","61.333333"
"12","Cooking Simulator","75","1770","23","31","70","56"
"13","Rogue Heist","45","1710","38","47","151","201.333333"
