"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Under Night In-Birth Exe:Late[st]","780","7650","8","18","119","9.153846"
"2","DARK SOULS II: Scholar of the First Sin","690","4140","5","11","93","8.086956"
"3","Music","420","2955","6","11","72","10.285714"
"4","Metal Gear Solid 3: Snake Eater","240","2025","8","12","32","8"
"5","Myst","225","1560","6","11","32","8.533333"
"6","Art","210","1785","8","12","36","10.285714"
"7","Super Smash Bros. Melee","195","1485","7","11","27","8.307692"
"8","Transistor","180","975","5","7","11","3.666666"
"9","Baba is You","105","780","7","8","11","6.285714"
"10","Street Fighter V","90","870","9","11","13","8.666666"
"11","Just Chatting","75","480","6","7","14","11.2"
"12","Twitch Sings","75","600","8","10","5","4"
"13","They Bleed Pixels","45","390","8","10","3","4"
"14","Super Meat Boy","45","315","7","7","1","1.333333"
"15","Science & Technology","30","240","8","9","8","16"
