"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","1125","16275","14","29","267","14.24"
"2","Tom Clancy's Rainbow Six Siege","735","10575","14","25","227","18.530612"
"3","Dead by Daylight","435","6105","13","22","87","12"
"4","Katana ZERO","330","5295","16","21","61","11.090909"
"5","Portal 2","180","2145","11","19","29","9.666666"
"6","Just Chatting","180","3030","13","27","92","30.666666"
"7","Portal","165","2370","14","17","44","16"
"8","Teamfight Tactics","120","1230","9","16","16","8"
"9","UNO","90","990","11","14","21","14"
"10","Outlast","75","675","8","11","11","8.8"
"11","League of Legends","15","165","11","11","6","24"
