"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","285","375","1","4","28","5.894736"
"2","League of Legends","180","540","3","4","15","5"
"3","Counter-Strike: Global Offensive","45","0","0","0","0","0"
