"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","For Honor","360","3405","8","30","96","16"
"2","Overwatch","255","1980","6","13","44","10.352941"
"3","Counter-Strike: Global Offensive","165","465","2","4","22","8"
"4","Rust","150","1020","6","10","14","5.6"
"5","Star Wars Battlefront II","60","375","6","15","8","8"
"6","Monster Hunter: World","45","495","11","16","5","6.666666"
"7","Escape from Tarkov","15","105","7","7","0","0"
