"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dota 2","2145","6450","2","6","142","3.972027"
"2","Dragon Age: Inquisition","1875","11805","5","17","267","8.544"
"3","Dragon Age: Origins","1830","7830","4","14","257","8.426229"
"4","Dragon Age II","1800","7980","3","8","213","7.1"
"5","Alien: Isolation","855","6240","7","14","99","6.947368"
"6","Counter-Strike: Global Offensive","270","1095","3","9","44","9.777777"
"7","Penumbra: Overture","225","1110","4","8","53","14.133333"
"8","Clustertruck","180","645","3","6","13","4.333333"
"9","Octodad: Dadliest Catch","105","630","6","9","13","7.428571"
"10","Overwatch","75","165","2","3","5","4"
"11","Lucius","15","45","3","3","18","72"
