"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","2190","27405","12","63","779","21.342465"
"2","War Thunder","900","15540","15","27","397","26.466666"
"3","Wolfenstein: Youngblood","855","9420","10","19","292","20.491228"
"4","MechWarrior Online","720","10425","10","46","391","32.583333"
"5","Sea of Thieves","600","6585","12","16","147","14.7"
"6","Warhammer 40,000: Space Marine","345","4470","14","20","122","21.217391"
"7","Steel Division 2","270","3975","15","26","343","76.222222"
"8","Blood Bowl 2","240","5235","21","27","112","28"
"9","Space Hulk: Deathwing","210","2730","15","22","43","12.285714"
"10","World of Warships","195","2880","13","28","135","41.538461"
"11","Unlisted on Twitch","90","1110","12","14","47","31.333333"
"12","Hell Let Loose","60","540","9","12","24","24"
"13","Just Chatting","15","255","17","17","7","28"
