"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","4710","58845","11","25","1925","24.522292"
"2","Teamfight Tactics","3840","42705","9","37","1599","24.984375"
"3","Grim Dawn","495","3870","7","12","198","24"
"4","Tom Clancy's The Division 2","465","2400","4","9","179","23.096774"
"5","Destiny 2","390","3540","8","15","93","14.307692"
"6","Vampyr","345","5130","14","20","85","14.782608"
"7","World of Warcraft","225","1680","7","13","86","22.933333"
"8","Unlisted on Twitch","180","1440","6","14","61","20.333333"
"9","Pagan: Absent Gods","135","885","6","9","61","27.111111"
"10","Iratus: Lord of the Dead","120","690","5","8","47","23.5"
"11","Outlast II","90","990","11","15","29","19.333333"
"12","Toukiden 2","90","660","7","10","18","12"
"13","Borderlands 2","90","810","9","11","67","44.666666"
"14","Darkest Dungeon","75","420","5","7","28","22.4"
"15","Dota Underlords","45","105","2","4","9","12"
"16","Just Chatting","45","435","9","13","64","85.333333"
"17","Domina","30","330","11","12","23","46"
"18","Gloomhaven","15","15","1","1","0","0"
