"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","5730","104340","17","35","2310","24.188481"
"2","DayZ","705","10215","14","23","348","29.617021"
"3","Don't Starve Together","435","7275","17","35","191","26.344827"
"4","Just Chatting","330","4755","12","26","190","34.545454"
"5","Teamfight Tactics","300","3915","11","21","142","28.4"
"6","Unturned","285","5670","15","32","194","40.842105"
"7","The Isle","255","3285","11","35","114","26.823529"
"8","Deceit","195","4425","23","28","101","31.076923"
"9","Minecraft","150","2190","14","21","110","44"
"10","Age of Empires II","135","2745","20","26","103","45.777777"
"11","Shelter 2","135","1815","13","15","51","22.666666"
"12","Overwatch","135","1605","11","15","39","17.333333"
"13","League of Legends","90","1620","17","21","54","36"
"14","Stranded Deep","75","1080","14","19","30","24"
"15","Oxygen Not Included","45","375","8","15","29","38.666666"
"16","Unlisted on Twitch","15","255","17","17","25","100"
