"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Binding of Isaac: Repentance","1380","5985","3","12","97","4.217391"
"2","Minecraft","825","4380","4","9","55","4"
"3","Slay the Spire","600","7560","8","167","312","31.2"
"4","Pokémon Ultra Sun/Ultra Moon","585","2505","3","11","38","3.897435"
"5","Celeste","345","1215","3","6","21","3.652173"
"6","PiKUNiKU","195","855","4","6","11","3.384615"
"7","We Happy Few","135","345","2","4","13","5.777777"
"8","Music","120","540","4","8","10","5"
"9","For the King","120","405","3","5","0","0"
"10","Moonlighter","105","465","4","6","3","1.714285"
"11","Dark Souls","105","540","5","7","17","9.714285"
"12","The Sims 4","105","450","4","6","15","8.571428"
"13","Bridge Constructor Portal","90","390","4","6","7","4.666666"
"14","Pokémon Ruby/Sapphire","90","360","4","6","8","5.333333"
"15","Super Smash Bros. Ultimate","75","360","4","6","3","2.4"
"16","Demon's Souls","60","375","6","9","11","11"
"17","DARK SOULS III","60","240","4","5","4","4"
"18","Overwatch","60","135","2","3","3","3"
"19","Teamfight Tactics","45","105","2","3","2","2.666666"
"20","Halo Wars 2","30","60","2","3","0","0"
"21","Fable Anniversary","30","105","3","4","5","10"
