"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","2310","8055","2","11","248","6.441558"
"2","The Cycle","1035","3975","2","9","116","6.724637"
"3","Trove","585","2040","2","10","54","5.538461"
"4","Black Squad","510","2100","3","9","59","6.941176"
"5","Tekken 7","435","1530","2","8","58","8"
"6","SSX","420","1545","3","11","54","7.714285"
"7","Zengeon","270","570","2","8","25","5.555555"
"8","Golf It!","195","1500","7","10","18","5.538461"
"9","Skate 3","135","345","2","6","12","5.333333"
"10","Killsquad","60","90","1","2","2","2"
"11","Spacelords","15","30","2","2","0","0"
