"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Escape from Tarkov","2565","18390","6","28","404","9.450292"
"2","Sid Meier's Civilization V","660","6930","9","32","177","16.090909"
"3","Sekiro: Shadows Die Twice","360","2460","7","15","66","11"
"4","Total War: Three Kingdoms","300","3750","10","24","114","22.8"
"5","PUBG: BATTLEGROUNDS","285","3300","10","18","68","14.315789"
"6","Max Payne 3","180","1665","9","11","43","14.333333"
"7","ARK: Survival Evolved","120","765","6","11","18","9"
"8","The Elder Scrolls V: Skyrim","120","600","5","7","11","5.5"
"9","Minecraft","105","360","3","4","13","7.428571"
"10","Tom Clancy's Rainbow Six Siege","60","405","6","7","20","20"
"11","Squad","15","60","4","4","2","8"
"12","BeamNG.drive","15","75","5","5","0","0"
