"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","6390","39780","5","38","904","8.488262"
"2","Overwatch","1320","3720","1","6","70","3.181818"
"3","Sea of Thieves","360","960","2","4","8","1.333333"
"4","Detroit: Become Human","210","765","3","5","24","6.857142"
"5","Marbles on Stream","210","1350","5","10","30","8.571428"
"6","Music","195","675","3","7","25","7.692307"
"7","Dead by Daylight","135","315","2","4","7","3.111111"
"8","World of Warships: Legends","75","240","3","6","10","8"
