"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Squad","4845","7095","1","5","178","2.204334"
"2","Minecraft","1215","2550","1","8","101","4.987654"
"3","PUBG: BATTLEGROUNDS","405","570","1","3","18","2.666666"
"4","Flashing Lights - Police Fire EMS","375","855","1","6","15","2.4"
"5","Holdfast: Nations At War","165","270","1","3","5","1.818181"
"6","Grim Legends: The Forsaken Bride","120","180","1","2","3","1.5"
"7","Thief Simulator","105","120","1","2","6","3.428571"
"8","Arma 3","105","270","2","3","3","1.714285"
"9","Tom Clancy's Rainbow Six Siege","60","120","2","2","4","4"
"10","Garden Paws","60","105","1","2","2","2"
