"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","9195","166530","16","181","9956","64.965742"
"2","Teamfight Tactics","255","2295","9","13","94","22.117647"
"3","League of Legends","180","1275","7","12","68","22.666666"
"4","Outlast","120","1245","10","15","42","21"
"5","Overwatch","90","765","8","10","44","29.333333"
"6","Unlisted on Twitch","90","645","7","10","47","31.333333"
"7","Fortnite","60","675","11","13","61","61"
"8","Battalion 1944","30","285","9","13","28","56"
"9","Total War: Warhammer II","30","270","9","12","15","30"
"10","Splitgate","15","90","6","6","13","52"
