"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","525","2565","4","7","35","4"
"2","Teamfight Tactics","525","3165","6","8","71","8.114285"
"3","Just Chatting","510","2265","4","9","100","11.764705"
"4","Tom Clancy's Rainbow Six Siege","285","1425","4","8","16","3.368421"
"5","Minecraft","225","1560","3","9","25","6.666666"
"6","Risk of Rain","150","1035","6","8","5","2"
"7","Games + Demos","135","615","4","6","14","6.222222"
"8","We Need to Go Deeper","90","630","7","7","2","1.333333"
"9","Puyo Puyo Tetris","75","360","5","7","14","11.2"
"10","Slay the Spire","60","270","4","6","2","2"
"11","Castle Crashers","45","285","6","7","10","13.333333"
"12","Marvel's Spider-Man","30","210","7","7","5","10"
