"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","StarCraft II","1245","8895","6","16","187","9.012048"
"2","League of Legends","540","3495","6","12","52","5.777777"
"3","Dungeon Fighter Online","465","3075","6","12","87","11.225806"
"4","DARK SOULS III","345","2055","5","9","53","9.217391"
"5","Teamfight Tactics","300","1215","3","7","34","6.8"
"6","Octopath Traveler","225","1230","5","7","22","5.866666"
"7","Minecraft","225","960","3","7","39","10.4"
"8","Black Survival","165","2820","10","35","65","23.636363"
"9","Fate/Grand Order","135","2085","15","23","90","40"
"10","Princess Connect! Re:Dive","90","435","4","8","38","25.333333"
"11","Just Chatting","30","150","5","6","2","4"
