"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Team Fortress 2","1230","7935","5","14","284","13.853658"
"2","Black Squad","465","2220","4","9","67","8.645161"
"3","Borderlands 2","330","1365","3","7","76","13.818181"
"4","BattleBlock Theater","255","2175","8","12","45","10.588235"
"5","Garry's Mod","240","1050","4","11","59","14.75"
"6","UNDERTALE","120","495","4","7","22","11"
"7","Don't Starve Together","105","405","3","6","16","9.142857"
"8","Sally Face","75","480","6","8","11","8.8"
"9","ROBLOX","60","465","7","9","6","6"
"10","F.E.A.R. 3","60","105","1","3","3","3"
"11","Unlisted on Twitch","45","150","3","4","12","16"
"12","Home","15","45","3","3","5","20"
"13","Varenje","15","75","5","5","7","28"
"14","Paladins","15","45","3","3","5","20"
