"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Destiny 2","1290","19815","15","25","542","25.209302"
"2","Catherine","525","4605","8","15","79","9.028571"
"3","Overwatch","195","1725","8","12","32","9.846153"
"4","DARK SOULS III","180","1425","7","11","40","13.333333"
"5","Monster Hunter: World","180","1380","7","12","40","13.333333"
"6","Kageroh: Shadow Corridor","165","1605","9","12","18","6.545454"
"7","Just Chatting","150","1890","12","15","44","17.6"
"8","Left 4 Dead 2","135","1470","10","12","25","11.111111"
"9","Getting Over It with Bennett Foddy","120","795","5","9","37","18.5"
"10","Human: Fall Flat","105","1275","12","15","45","25.714285"
"11","Frostpunk","90","630","7","11","10","6.666666"
"12","Pacify","75","915","12","13","24","19.2"
"13","64.0","60","465","8","10","23","23"
"14","A Dance of Fire and Ice","15","90","6","6","0","0"
