"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY XIV ONLINE","1635","6015","3","19","143","5.247706"
"2","Art","1125","7455","5","40","194","10.346666"
"3","Fire Emblem: Three Houses","1095","3390","2","5","63","3.452054"
"4","Divinity: Original Sin II","765","3975","5","10","111","8.705882"
"5","Portal Knights","360","2505","6","34","50","8.333333"
"6","Vampire: The Masquerade","255","1215","4","7","30","7.058823"
"7","Vampyr","225","1140","5","7","30","8"
"8","Swords & Souls: Neverseen","225","825","3","11","34","9.066666"
"9","My Time at Portia","75","195","2","4","4","3.2"
"10","My Friend Pedro","45","150","3","5","3","4"
"11","Overwatch","15","30","2","2","0","0"
