"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Makers & Crafting","1215","14565","11","23","200","9.876543"
"2","Unravel","1125","12855","10","16","168","8.96"
"3","Broken Age","975","9285","8","16","127","7.815384"
"4","Super Mario Maker 2","915","12960","13","29","226","14.819672"
"5","Obduction","750","7080","9","19","114","9.12"
"6","AER: Memories of Old","465","4200","9","13","48","6.193548"
"7","Mario Kart 8","405","5805","14","22","86","12.74074"
"8","Splatoon 2","255","2115","8","12","27","6.352941"
"9","My Friend Pedro","180","2100","11","13","82","27.333333"
"10","Unlisted on Twitch","45","420","9","10","1","1.333333"
"11","TETRIS 99","45","585","13","15","9","12"
