"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1635","45360","23","73","5509","202.165137"
"2","Teamfight Tactics","1185","22665","20","44","1849","93.620253"
"3","Fortnite","870","19965","20","39","2286","157.655172"
"4","League of Legends","360","8295","23","78","770","128.333333"
"5","American Truck Simulator","300","7110","23","32","589","117.8"
"6","Overwatch","195","4335","20","31","235","72.307692"
"7","Apex Legends","135","3525","26","37","183","81.333333"
"8","Marbles on Stream","120","4170","32","47","159","79.5"
"9","The Sims 4","120","2415","20","25","162","81"
"10","Grand Theft Auto V","105","1635","15","21","287","164"
"11","osu!","75","1440","23","33","197","157.6"
"12","Dead by Daylight","75","1800","24","31","146","116.8"
"13","Cooking Simulator","75","1860","24","32","214","171.2"
"14","Twitch Sings","60","1560","26","29","135","135"
"15","Pinturillo 2","45","1815","40","41","258","344"
