"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Thronebreaker: The Witcher Tales","2460","31725","13","31","613","14.951219"
"2","HITMAN 2","345","5490","15","24","77","13.391304"
"3","Sea of Thieves","315","8070","25","36","206","39.238095"
"4","Tabletop RPGs","195","9870","50","62","245","75.384615"
"5","Borderlands 2","105","1425","13","18","59","33.714285"
"6","skribbl.io","90","1665","18","22","32","21.333333"
"7","Just Chatting","60","1665","23","46","55","55"
"8","Agar.io","45","975","21","25","31","41.333333"
"9","Gwent: The Witcher Card Game","45","435","9","11","6","8"
"10","Food & Drink","45","780","17","20","29","38.666666"
"11","Curve Fever Pro","30","555","18","20","18","36"
