"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Assassin's Creed","540","2280","4","7","49","5.444444"
"2","Assassin's Creed II","480","1710","3","7","66","8.25"
"3","Mafia III","405","1710","2","8","53","7.851851"
"4","The Elder Scrolls Online","375","960","2","4","50","8"
"5","Dota 2","315","1065","3","6","25","4.761904"
"6","Just Chatting","150","600","2","6","39","15.6"
