"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","2445","5115","1","7","172","4.220858"
"2","Fallout 4","1035","6165","6","30","87","5.043478"
"3","Age of Empires II","915","2190","2","5","75","4.918032"
"4","Just Chatting","705","2040","1","6","72","6.127659"
"5","60 Seconds!","480","885","1","3","22","2.75"
"6","Portal 2","315","210","0","2","5","0.95238"
"7","Portal","135","150","1","2","8","3.555555"
"8","Dead by Daylight","105","540","4","9","32","18.285714"
"9","Zombie Army Trilogy","105","120","1","2","13","7.428571"
"10","Sleeping Dogs","30","45","1","2","6","12"
