"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","1635","20055","11","29","620","22.752293"
"2","Counter-Strike","1530","21795","13","24","773","30.313725"
"3","PUBG: BATTLEGROUNDS","1005","14640","12","31","610","36.41791"
"4","Battlefield V","945","13515","13","27","437","27.746031"
"5","Call of Duty: Black Ops 4","660","10200","16","27","310","28.181818"
"6","Z1: Battle Royale","600","11970","20","33","494","49.4"
"7","Minecraft","405","9045","22","41","167","24.74074"
"8","Dota Underlords","390","4845","13","25","194","29.846153"
"9","Apex Legends","345","4980","15","23","118","20.521739"
"10","Fortnite","180","1845","10","16","87","29"
"11","Rust","165","3015","18","27","136","49.454545"
"12","theHunter: Call of the Wild","150","1695","11","15","39","15.6"
"13","Twitch Sings","135","1860","13","19","65","28.888888"
"14","Just Chatting","75","1065","14","18","166","132.8"
"15","Tom Clancy's Rainbow Six Siege","15","255","17","17","17","68"
