"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Football Manager 2019","1140","8685","7","13","118","6.210526"
"2","The Room Three","480","2985","6","9","56","7"
"3","UNO","285","2565","8","15","26","5.473684"
"4","Marbles on Stream","255","2775","10","13","31","7.294117"
"5","Tom Clancy's The Division 2","240","1485","6","9","19","4.75"
"6","Uncharted 3: Drake's Deception","225","1260","4","8","14","3.733333"
"7","The Jackbox Party Pack 4","135","1335","9","12","19","8.444444"
"8","Jackbox Party Packs","45","390","8","13","5","6.666666"
"9","Just Chatting","30","90","3","3","7","14"
"10","Mr Boom's Firework Factory","15","120","8","8","6","24"
