"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Call of Duty: Black Ops 4","4560","13530","2","8","91","1.197368"
"2","Fortnite","720","1830","2","5","7","0.583333"
"3","SCUM","525","915","1","4","1","0.114285"
"4","Ring of Elysium","225","645","2","5","3","0.8"
"5","MudRunner","120","195","1","3","1","0.5"
"6","ARK: Survival Evolved","120","615","5","6","12","6"
"7","NHL 20","60","135","2","3","0","0"
"8","notmycar","45","180","4","5","4","5.333333"
"9","PUBG: BATTLEGROUNDS","30","60","2","2","1","2"
"10","Apex Legends","30","60","2","2","0","0"
