"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","2235","73425","32","107","9913","266.120805"
"2","Just Chatting","1080","45615","41","97","12242","680.111111"
"3","The Idolmaster: Cinderella Girls - Starlight Stage","540","14985","29","59","3916","435.111111"
"4","Teamfight Tactics","495","15135","31","39","1698","205.818181"
"5","MapleStory","300","10140","33","41","879","175.8"
"6","MapleStory 2","165","6180","38","55","1211","440.363636"
"7","KKuTu Korea","120","3660","30","41","792","396"
"8","Kingdom of the Winds","120","3990","33","37","289","144.5"
"9","Art","75","1470","19","32","101","80.8"
"10","The Idolmaster: Million Live! Theater Days","75","3780","50","56","581","464.8"
"11","Princess Connect! Re:Dive","75","2730","38","62","1070","856"
"12","The Seven Deadly Sins: Grand Cross","60","2445","40","50","379","379"
"13","Games + Demos","45","1365","29","33","243","324"
