"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Tuesday 30th July 2019 19:00","https://sullygnome.com/channel/castlesuperbeast/stream/35101189840","195","471120","2416","2584","10","3","1984","610","Talk Shows &amp; Podcasts"
"2","Monday 22nd July 2019 17:01","https://sullygnome.com/channel/castlesuperbeast/stream/35002701856","224","593152","2648","2992","22","5","2679","714","Talk Shows &amp; Podcasts"
"3","Monday 15th July 2019 17:33","https://sullygnome.com/channel/castlesuperbeast/stream/34915089088","207","501975","2425","2946","20","5","2862","763","Talk Shows &amp; Podcasts"
"4","Tuesday 9th July 2019 17:00","https://sullygnome.com/channel/castlesuperbeast/stream/34840063136","120","288600","2405","2741","6","3","1719","859","Talk Shows &amp; Podcasts"
"5","Monday 1st July 2019 17:08","https://sullygnome.com/channel/castlesuperbeast/stream/34741397776","202","548632","2716","3231","23","6","3013","860","Talk Shows &amp; Podcasts"
