"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","SpongeBob SquarePants: Battle For Bikini Bottom","450","975","1","5","39","5.2"
"2","Luigi's Mansion","345","480","1","5","19","3.304347"
"3","Pokémon Colosseum","180","315","1","4","2","0.666666"
"4","Phoenix Wright: Ace Attorney Trilogy HD","105","225","2","3","5","2.857142"
"5","Super Mario Sunshine","90","180","1","5","1","0.666666"
"6","Phoenix Wright: Ace Attorney Trilogy","60","60","1","1","1","1"
"7","Pikmin","60","120","2","4","1","1"
"8","Mario Super Sluggers","45","165","3","5","2","2.666666"
"9","Mario Tennis Aces","45","15","0","1","0","0"
"10","New Super Mario Bros. Wii","30","105","3","5","1","2"
"11","The Legend of Zelda: The Wind Waker","30","150","5","6","4","8"
