"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Project Winter","1215","289725","217","807","4106","202.765432"
"2","Minecraft","420","76815","190","536","2553","364.714285"
"3","Super Bunny Man","390","81420","213","336","1356","208.615384"
"4","Grand Theft Auto V","375","104355","306","448","1040","166.4"
"5","Fortnite","225","27555","132","218","439","117.066666"
"6","The Escapists 2","225","17595","92","128","576","153.6"
"7","Monster Hunter: World","150","14745","103","141","448","179.2"
"8","PUBG: BATTLEGROUNDS","135","15885","117","135","564","250.666666"
"9","Granny Simulator","90","22935","254","269","196","130.666666"
"10","Flashing Lights - Police Fire EMS","75","6135","81","92","182","145.6"
"11","Dead by Daylight","60","6660","111","127","310","310"
