"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","My Time at Portia","3225","457545","140","240","38418","714.753488"
"2","Super Mario Maker 2","2745","452445","152","382","38688","845.639344"
"3","South Park: The Stick of Truth","1695","343665","197","375","24014","850.053097"
"4","FINAL FANTASY XIV ONLINE","1560","285510","162","1178","14470","556.538461"
"5","Retro","930","108180","107","214","8208","529.548387"
"6","Two Point Hospital","570","102330","179","226","2410","253.68421"
"7","Wargroove","555","64080","115","167","1800","194.594594"
"8","House Flipper","360","47130","130","172","1646","274.333333"
"9","MarZ: Tactical Base Defense","255","23640","92","121","508","119.529411"
"10","Monster Hunter: World","240","29760","124","183","3912","978"
