"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","1545","51990","31","67","255","9.902912"
"2","Visage","585","26805","39","61","143","14.666666"
"3","Amnesia: The Dark Descent","435","9660","22","35","100","13.793103"
"4","Hellblade: Senua's Sacrifice","420","10920","26","44","35","5"
"5","Layers of Fear 2","300","6225","20","33","53","10.6"
"6","Layers of Fear","255","7185","28","44","96","22.588235"
"7","Twitch Sings","240","11805","49","59","99","24.75"
"8","Stories Untold","180","4530","25","37","42","14"
"9","Infliction","150","4065","27","40","23","9.2"
"10","Just Chatting","90","2490","26","57","117","78"
"11","Return of the Obra Dinn","75","1875","25","29","8","6.4"
"12","Apex Legends","75","2670","35","39","7","5.6"
"13","Cooking Simulator","30","540","18","18","7","14"
