"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Legend of Zelda: Ocarina of Time","1725","7410","3","14","138","4.8"
"2","Sally Face","255","1140","4","7","25","5.882352"
"3","Dead by Daylight","240","1455","6","9","34","8.5"
"4","Ori and the Blind Forest","225","1005","4","8","39","10.4"
"5","Call of Duty: Black Ops 4","225","450","2","3","24","6.4"
"6","Crash Team Racing Nitro-Fueled","195","1185","6","12","39","12"
"7","Tom Clancy's Rainbow Six Siege","165","615","3","7","16","5.818181"
"8","Rusty Lake Hotel","150","855","4","7","20","8"
"9","White Noise 2","135","1230","9","10","19","8.444444"
"10","Super Smash Bros. Ultimate","120","825","4","9","16","8"
"11","Cuphead","105","495","4","6","10","5.714285"
"12","Rusty Lake: Roots","90","630","7","8","16","10.666666"
"13","American Truck Simulator","45","135","3","3","11","14.666666"
