"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Punch Club","675","5190","8","20","164","14.577777"
"2","Yakuza Kiwami","465","4125","8","14","48","6.193548"
"3","Celeste","375","4305","10","19","44","7.04"
"4","Dungeons & Dragons","330","2775","7","19","81","14.727272"
"5","Hardcore Mecha","270","2265","6","17","36","8"
"6","Wonder Boy: The Dragon's Trap","255","2145","7","19","15","3.529411"
"7","Silent Hill: Origins","240","3840","15","26","26","6.5"
"8","Retro","210","4155","20","37","87","24.857142"
"9","Iratus: Lord of the Dead","135","2325","17","22","23","10.222222"
"10","FINAL FANTASY XV","120","855","7","9","12","6"
"11","Wonder Boy","105","1590","15","22","11","6.285714"
"12","Days Gone","105","930","8","12","10","5.714285"
"13","Dragon Ball FighterZ","90","1230","8","22","19","12.666666"
"14","Just Chatting","15","405","27","27","0","0"
