"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2160","20355","8","17","440","12.222222"
"2","Overwatch","450","3930","8","17","130","17.333333"
"3","Destiny 2","390","2160","5","9","85","13.076923"
"4","Dead by Daylight","300","2850","9","16","48","9.6"
"5","Pummel Party","120","495","4","5","11","5.5"
"6","Golf With Your Friends","60","675","11","12","14","14"
"7","Marbles on Stream","45","315","7","9","4","5.333333"
"8","Quiplash","30","405","13","14","3","6"
"9","Unlisted on Twitch","15","105","7","7","7","28"
"10","Hellblade: Senua's Sacrifice","15","75","5","5","1","4"
"11","Travel & Outdoors","15","135","9","9","1","4"
